ITEM NAME,CATEGORY NAME,SKU,HSN,UNIT NAME,ALERT QTY,BRAND NAME,LOT NUMBER,PRICE BEFORE TAX,TAX NAME,TAX VALUE,TAX TYPE,SALES PRICE,OPENING STOCK,CUSTOM BARCODE,SELLER POINTS,ITEM DESCIPTION,DISCOUNT TYPE,DISCOUNT,MRP
ginger extract lotion,’нѕбн…,2,,Џб»…,2,,,15,Tax 15%,15,Exclusive,33.33300018,0,9555485000201,0,,,0,
BIOXSINE FEMINA SHAMP DRY*NORM HAIR,’нѕбн…,2,,Џб»…,2,,,56.25,Tax 15%,15,Exclusive,75,0,8680512603283,0,,,0,
BIOXSINE SHAMP DANDRUF  300ML,’нѕбн…,2,,Џб»…,2,,,56.25,Tax 15%,15,Exclusive,75,0,8697432096071,0,,,0,
ћѕ«нб “н   ”«ёЎ +‘«г»ж,’нѕбн…,2,,Џб»…,2,,,56.25,Tax 15%,15,Exclusive,75,0,6281159761507,0,,,0,
ћѕ«нб “н  гЎжб+‘«г»ж,’нѕбн…,2,,Џб»…,2,,,56.25,Tax 15%,15,Exclusive,75,0,6281159761484,0,,,0,
ELECTRIC BREAST PUMP,’нѕбн…,6,,Џб»…,6,,,169.5,Tax 15%,15,Exclusive,226,0,2717555120708,0,,,0,
OMRON B* PRESSURE MONITOR,’нѕбн…,6,,Џб»…,6,,,213.75,Tax 15%,15,Exclusive,285,0,4975479495359,0,,,0,
G.therm BP-Arm desktop,’нѕбн…,6,,Џб»…,6,,,180,Tax 15%,0,Exclusive,275,0,4018674405034,0,,,0,
CITIZEN B*PRESSURE CH-456,’нѕбн…,6,,Џб»…,6,,,180,Tax 15%,0,Exclusive,250,0,4580193650917,0,,,0,
Philips Fam. Nebulizer,’нѕбн…,6,,Џб»…,6,,,200,Tax 15%,0,Exclusive,275,0,383730100616,0,,,0,
POWER COMPMIST NEBULIZER,’нѕбн…,6,,Џб»…,6,,,157.5,Tax 15%,15,Exclusive,210,0,0007007,0,,,0,
BRAUN CREATION-2 1600WATT,’нѕбн…,6,,Џб»…,6,,,97.5,Tax 15%,15,Exclusive,130,0,4210201368724,0,,,0,
PHILIPS COMPRESSOR NEBULIZER,’нѕбн…,6,,Џб»…,6,,,243.75,Tax 15%,15,Exclusive,325,0,2031250944,0,,,0,
STEVIANA SWEETENER 50SACH,’нѕбн…,2,,Џб»…,2,,,11.25,Tax 15%,15,Exclusive,15.65200043,0,5285000911203,0,,,0,
Nivea Protect & Care Stick,’нѕбн…,2,,Џб»…,2,,,18.95000076,Tax 15%,15,Exclusive,19.12999916,0,4005900243850,0,,,0,
NVEA.ROLLON .PRPTECT*CARE,’нѕбн…,2,,Џб»…,2,,,9.670000076,Tax 15%,15,Exclusive,15.65200043,0,4005900242174,0,,,0,
FASHKOOL COCONUT OIL DAMGE,’нѕбн…,2,,Џб»…,2,,,9.75,Tax 15%,15,Exclusive,13,0,6291105773263,0,,,0,
FASHKOOL OLIVE OIL DAMGE,’нѕбн…,2,,Џб»…,2,,,9.75,Tax 15%,15,Exclusive,13,0,6291105773270,0,,,0,
FASHKOOL AMLA OIL SHIK*REETHA,’нѕбн…,2,,Џб»…,2,,,10.5,Tax 15%,15,Exclusive,14,0,6291105773096,0,,,0,
BONAWELL APRICOT HOT OIL 225ML,’нѕбн…,2,,Џб»…,2,,,8,Tax 15%,15,Exclusive,17,0,4015000929561,0,,,0,
Energy Ex. Hold gel 200ml,’нѕбн…,2,,Џб»…,2,,,9,Tax 15%,15,Exclusive,12.17399979,0,6291100278473,0,,,0,
MICA ELLA  STRAWBERRY&CHAMPAGNE BODY MIST,’нѕбн…,2,,Џб»…,2,,,17.5,Tax 15%,15,Exclusive,25,0,6281074200891,0,,,0,
8*4 SPRAY  BEAUTY,’нѕбн…,2,,Џб»…,2,,,9,Tax 15%,15,Exclusive,12,0,4005808647927,0,,,0,
Palmers Coconut Cream 2150ml,’нѕбн…,2,,Џб»…,2,,,12.92000008,Tax 15%,15,Exclusive,17.14299965,0,010181023002,0,,,0,
PRO-FRESH M*WASH,’нѕбн…,1,,Џб»…,1,,,24.75,Tax 15%,0,Exclusive,33,0,6287002332122,0,,,0,
‘е—“«ѕ г“нб ‘Џ— 250џ,’нѕбн…,2,,Џб»…,2,,,4.5,Tax 15%,15,Exclusive,6,0,0007022,0,,,0,
FASHKOOLVOL*CARE WHEAT  H*CREM,’нѕбн…,2,,Џб»…,2,,,5.25,Tax 15%,15,Exclusive,7,0,5285003144660,0,,,0,
FASHKOOL MOIST NATURE H*CREM 210MG,’нѕбн…,2,,Џб»…,2,,,8.25,Tax 15%,15,Exclusive,11,0,5285003144639,0,,,0,
Ё‘яжб Ќг«г я—нг »н÷ 500гбн,’нѕбн…,2,,Џб»…,2,,,18.75,Tax 15%,15,Exclusive,25,0,6291100271252,0,,,0,
Ё‘яжб Ќг«г я—нг  ж  »—н 500гбн,’нѕбн…,2,,Џб»…,2,,,15.5,Tax 15%,15,Exclusive,22.85700035,0,6291100271733,0,,,0,
Ё‘яжб Ќг«г я—нг ’»«— 500гбн,’нѕбн…,2,,Џб»…,2,,,18.75,Tax 15%,15,Exclusive,25,0,6291100271221,0,,,0,
FARLEYS RUSKS ORIGINAL,’нѕбн…,5,,Џб»…,5,,,15,Tax 15%,15,Exclusive,20,0,6290090002013,0,,,0,
FARLEYS RUSKS ORANGE,’нѕбн…,5,,Џб»…,5,,,15,Tax 15%,15,Exclusive,20,0,6290090002419,0,,,0,
CELIA EXPERT-1 900GM,’нѕбн…,5,,Џб»…,5,,,52.33399963,Tax 15%,15,Exclusive,63,0,3551100766527,0,,,0,
CELIA EXPERT-2 900GM,’нѕбн…,5,,Џб»…,5,,,52.33399963,Tax 15%,15,Exclusive,63,0,3551100766510,0,,,0,
CELIA EXPERT-3 900GM,’нѕбн…,5,,Џб»…,5,,,52.33399963,Tax 15%,15,Exclusive,63,0,3551100766503,0,,,0,
Ё«‘яжб Ќг«г “н  Џ”б жЌбн»1500г,’нѕбн…,2,,Џб»…,2,,,27,Tax 15%,15,Exclusive,38.09500122,0,6291100271061,0,,,0,
Crepe Bandage 7.5cm,’нѕбн…,6,,Џб»…,6,,,1.330000043,Tax 15%,0,Exclusive,4,0,6955887333984,0,,,0,
Bandage 10cm —»«Ў ÷«џЎ я—н»,’нѕбн…,6,,Џб»…,6,,,1.832999945,Tax 15%,15,Exclusive,3,0,6948788132138,0,,,0,
COHESIVE BANDAGE 5*4.5CM,’нѕбн…,6,,Џб»…,6,,,3.75,Tax 15%,15,Exclusive,5,0,0007036,0,,,0,
Nivea Protect&Care Spray 150ml,’нѕбн…,2,,Џб»…,2,,,12.5,Tax 15%,15,Exclusive,19.12999916,0,4005900242143,0,,,0,
Nivea Fresh Boost Spray 150ml,’нѕбн…,2,,Џб»…,2,,,8,Tax 15%,0,Exclusive,10,0,4005900222411,0,,,0,
LBuoy Cool Soap 70gm,’нѕбн…,2,,Џб»…,2,,,1.5,Tax 15%,15,Exclusive,2,0,6281006476349,0,,,0,
JOHNSON SOAP RASPERY EXT,’нѕбн…,2,,Џб»…,2,,,1.25,Tax 15%,15,Exclusive,2.857000113,0,3574661093864,0,,,0,
Camay Beauty Soap 75gm,’нѕбн…,2,,Џб»…,2,,,2.25,Tax 15%,15,Exclusive,3,0,5410076359899,0,,,0,
Camay Vintage Soap 75gm,’нѕбн…,2,,Џб»…,2,,,2.25,Tax 15%,15,Exclusive,3,0,5011321670815,0,,,0,
я«гне ’«»жд —жг«д”н 75 ћг,’нѕбн…,2,,Џб»…,2,,,2.25,Tax 15%,15,Exclusive,3,0,5013965825682,0,,,0,
Camay Dejour Soap 75gm,’нѕбн…,2,,Џб»…,2,,,2.25,Tax 15%,15,Exclusive,3,0,5013965826450,0,,,0,
Camay Zerlina Soap 75gm,’нѕбн…,2,,Џб»…,2,,,2.25,Tax 15%,15,Exclusive,3,0,5013965825644,0,,,0,
’«»жд ’дЁ—… »нж— ”яд,’нѕбн…,2,,Џб»…,2,,,12,Tax 15%,15,Exclusive,16,0,4809010760791,0,,,0,
Pureskin Soap Women Brown,’нѕбн…,2,,Џб»…,2,,,5.25,Tax 15%,15,Exclusive,16,0,4809010760777,0,,,0,
Rose Beauty Soap,’нѕбн…,2,,Џб»…,2,,,3,Tax 15%,15,Exclusive,3.809999943,0,041833001000,0,,,0,
COCOA BUTTER SOAP,’нѕбн…,2,,Џб»…,2,,,5.25,Tax 15%,15,Exclusive,7,0,5280080006061,0,,,0,
SAFEGUARD SOAP,’нѕбн…,2,,Џб»…,2,,,3,Tax 15%,15,Exclusive,4,0,4084500227446,0,,,0,
«б’«»жд «б«”жѕ,’нѕбн…,2,,Џб»…,2,,,4.170000076,Tax 15%,15,Exclusive,10,0,6156000059549,0,,,0,
Dove Shamp. 700ml FALL,’нѕбн…,2,,Џб»…,2,,,20.25,Tax 15%,15,Exclusive,27,0,6281006437722,0,,,0,
Dove Shamp. 700ml BREAKGE,’нѕбн…,2,,Џб»…,2,,,20.25,Tax 15%,15,Exclusive,27,0,6281006422841,0,,,0,
GARN ULTRADOUX COND CLAY*CITRUS,’нѕбн…,2,,Џб»…,2,,,12,Tax 15%,15,Exclusive,18.09499931,0,3610340024030,0,,,0,
ENCHANTEUR SHAMPO ROMANTIC,’нѕбн…,2,,Џб»…,2,,,8.008000374,Tax 15%,15,Exclusive,13,0,8888202047595,0,,,0,
ENCHANTEUR SHAMPO CHARMING,’нѕбн…,2,,Џб»…,2,,,8.008000374,Tax 15%,15,Exclusive,13,0,8888202047588,0,,,0,
HERBAL ESSENCE COND NORM*HAIR 400ML,’нѕбн…,2,,Џб»…,2,,,12.75,Tax 15%,15,Exclusive,17,0,5011321624993,0,,,0,
HIMALAYA SHAMPO VOL*BOUNCE,’нѕбн…,2,,Џб»…,2,,,9,Tax 15%,15,Exclusive,16,0,8901138505837,0,,,0,
HIMALAYA SHAMPO REPAIR*REGN,’нѕбн…,2,,Џб»…,2,,,12,Tax 15%,15,Exclusive,16,0,8901138505868,0,,,0,
HERBAL ESSENCE COND MOISTURE  400ML,’нѕбн…,2,,Џб»…,2,,,12,Tax 15%,15,Exclusive,16,0,4015600942861,0,,,0,
»б”г  ’д ”нбя ‘Џ— г’»жџ 400гббн,’нѕбн…,2,,Џб»…,2,,,11.5,Tax 15%,15,Exclusive,17,0,6281006441644,0,,,0,
3Caster Oil Peach,’нѕбн…,6,,Џб»…,6,,,4.75,Tax 15%,15,Exclusive,8.696000099,0,6281112603509,0,,,0,
Castot Oil  Apple,’нѕбн…,6,,Џб»…,6,,,4.75,Tax 15%,15,Exclusive,8.696000099,0,6281112603554,0,,,0,
Castor Oil Fruits,’нѕбн…,2,,Џб»…,2,,,4.75,Tax 15%,15,Exclusive,8.696000099,0,6281112008557,0,,,0,
CASTOR OIL BANANA,’нѕбн…,6,,Џб»…,6,,,4.75,Tax 15%,15,Exclusive,8.696000099,0,6281112603547,0,,,0,
VIOLA OLIVE OIL,’нѕбн…,6,,Џб»…,6,,,17.25,Tax 15%,15,Exclusive,23,0,6281104600332,0,,,0,
VIOLA CACTUS OIL,’нѕбн…,6,,Џб»…,6,,,19.5,Tax 15%,15,Exclusive,26,0,6281104600271,0,,,0,
“н  «б«Ёдѕ— «бЎ»нЏм,’нѕбн…,2,,Џб»…,2,,,26.25,Tax 15%,15,Exclusive,35,0,0007068,0,,,0,
“н  «б”г”г «бЎ»нЏм,’нѕбн…,2,,Џб»…,2,,,18,Tax 15%,15,Exclusive,24,0,6281104600974,0,,,0,
“н  ћднд «бёгЌ,’нѕбн…,2,,Џб»…,2,,,33.75,Tax 15%,15,Exclusive,45,0,6281104600325,0,,,0,
г‘—ж» ж—ё «б“н жд,’нѕбн…,2,,Џб»…,2,,,11.25,Tax 15%,15,Exclusive,15,0,6281104601582,0,,,0,
Wdi.Nhl Thyme “Џ —,’нѕбн…,2,,Џб»…,2,,,9.286000252,Tax 15%,15,Exclusive,13,0,6281112152144,0,,,0,
“н  «бд«—ћнб,’нѕбн…,2,,Џб»…,2,,,17.25,Tax 15%,15,Exclusive,23,0,6281104600110,0,,,0,
г‘—ж» ««бё—Ёе,’нѕбн…,2,,Џб»…,2,,,9,Tax 15%,15,Exclusive,15,0,6281104601520,0,,,0,
г‘—ж»  «б»«»ждћ,’нѕбн…,2,,Џб»…,2,,,15,Tax 15%,15,Exclusive,20,0,800100200061,0,,,0,
ST. MORITZ LEMON PEEL OFF MASK,’нѕбн…,2,,Џб»…,2,,,7.5,Tax 15%,15,Exclusive,10,0,5285003142857,0,,,0,
ST. MORITZ HONEY  PEEL OFF MASK,’нѕбн…,2,,Џб»…,2,,,7.5,Tax 15%,15,Exclusive,10,0,6291100274079,0,,,0,
ENERGY CUCUMBER FACIAL CLEANSER,’нѕбн…,2,,Џб»…,2,,,5.000100136,Tax 15%,15,Exclusive,7,0,6291103982391,0,,,0,
ENERGY PAPAYA  FACIAL CLEANSER,’нѕбн…,2,,Џб»…,2,,,6,Tax 15%,15,Exclusive,8,0,6291103982643,0,,,0,
LOREAL PARIS,’нѕбн…,2,,Џб»…,2,,,32,Tax 15%,15,Exclusive,41.90499878,0,3061375116014,0,,,0,
LOREAL PARIS  я—нг бжд «‘ё— дём,’нѕбн…,2,,Џб»…,2,,,33,Tax 15%,15,Exclusive,44,0,3600522194965,0,,,0,
CLOSE UP ICY WHITE,’нѕбн…,2,,Џб»…,2,,,9.75,Tax 15%,15,Exclusive,13,0,6221048414015,0,,,0,
CLOSE UPWHITE NOW,’нѕбн…,2,,Џб»…,2,,,10.5,Tax 15%,15,Exclusive,14,0,6221048413339,0,,,0,
SIGNAL WHITENNING,’нѕбн…,2,,Џб»…,2,,,8.795999527,Tax 15%,15,Exclusive,12,0,6281006412682,0,,,0,
SIGNAL 25ML,’нѕбн…,2,,Џб»…,2,,,1.082999945,Tax 15%,15,Exclusive,2.857000113,0,6221048407758,0,,,0,
SIGNAL COMPLET 8 FRESH NATUR 120ML,’нѕбн…,2,,Џб»…,2,,,8,Tax 15%,15,Exclusive,12.38099957,0,6281006413351,0,,,0,
NEO PLAST 5*5,’нѕбн…,6,,Џб»…,6,,,6,Tax 15%,0,Exclusive,8,0,6223003733186,0,,,0,
NEO PLAST 7.5*5,’нѕбн…,6,,Џб»…,6,,,8.5,Tax 15%,0,Exclusive,12,0,6223003733193,0,,,0,
NEO PLAST 10*5,’нѕбн…,6,,Џб»…,6,,,11.5,Tax 15%,0,Exclusive,18,0,6223003733209,0,,,0,
SOFY40 2+1,’нѕбн…,7,,Џб»…,7,,,30,Tax 15%,15,Exclusive,32,0,6281008258226,0,,,0,
SOFY 58+22 FREE,’нѕбн…,7,,Џб»…,7,,,14.625,Tax 15%,15,Exclusive,26,0,6281008582130,0,,,0,
SOFY REGULAR 10PADS,’нѕбн…,7,,Џб»…,7,,,3.75,Tax 15%,15,Exclusive,5,0,6281008515114,0,,,0,
SOFT*BEAUTIFUL REG,’нѕбн…,2,,Џб»…,2,,,31.5,Tax 15%,15,Exclusive,42,0,072982000019,0,,,0,
MOROCCAN  OIL BATH SOAP,’нѕбн…,2,,Џб»…,2,,,13.5,Tax 15%,15,Exclusive,19.12999916,0,5285003146480,0,,,0,
Lux Shower 250ml AQUA,’нѕбн…,2,,Џб»…,2,,,10.42000008,Tax 15%,15,Exclusive,14.28600025,0,6281006475083,0,,,0,
Lux Shower 250ml SECRET,’нѕбн…,2,,Џб»…,2,,,14.65999985,Tax 15%,15,Exclusive,18.09499931,0,6281006478992,0,,,0,
LIFBUOY COOL FRESH SHOWER,’нѕбн…,2,,Џб»…,2,,,14.17000008,Tax 15%,15,Exclusive,19.04800034,0,6281006473966,0,,,0,
LIFBUOY LEMON FRESH SHOWER,’нѕбн…,2,,Џб»…,2,,,15,Tax 15%,15,Exclusive,22,0,6281006482074,0,,,0,
DOVE SHOWER SHEABUTTER,’нѕбн…,2,,Џб»…,2,,,13,Tax 15%,15,Exclusive,19,0,6281006482722,0,,,0,
DOVE SHOWER POMGRNT,’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,20,0,6281006479012,0,,,0,
ISOPROPYL ALCOHOL SPRY,’нѕбн…,6,,Џб»…,6,,,17.25,Tax 15%,15,Exclusive,23,0,6281105975033,0,,,0,
яг«г… Ёб —,’нѕбн…,6,,Џб»…,6,,,5.25,Tax 15%,15,Exclusive,7,0,0007102,0,,,0,
C-Champer Infants,’нѕбн…,6,,Џб»…,6,,,30,Tax 15%,15,Exclusive,45,0,6953090508014,0,,,0,
CANCHAMBER LARGE,’нѕбн…,6,,Џб»…,6,,,30,Tax 15%,0,Exclusive,45,0,8698863670038,0,,,0,
DERMA-TULLE 10*20,’нѕбн…,6,,Џб»…,6,,,1.5,Tax 15%,0,Exclusive,3.5,0,6224007240168,0,,,0,
Ionil T shampoo,’нѕбн…,1,,Џб»…,1,,,68.87999725,Tax 15%,15,Exclusive,84,0,3660398504657,0,,,0,
QUICK EXTRA SHAMPOO,’нѕбн…,1,,Џб»…,1,,,16.66799927,Tax 15%,0,Exclusive,30,0,6287002981511,0,,,0,
SONGHA NIGHT TAB,’нѕбн…,1,,Џб»…,1,,,51.59999847,Tax 15%,0,Exclusive,129,0,0007108,0,,,0,
Ultrazole 30mg cap,’нѕбн…,1,,Џб»…,1,,,36.59999847,Tax 15%,0,Exclusive,48.79999924,0,6281080000942,0,,,0,
Takepron 30mg cap,’нѕбн…,1,,Џб»…,1,,,33.47499847,Tax 15%,0,Exclusive,66.94999695,0,6251159028634,0,,,0,
Toprazole 40mg tab,’нѕбн…,1,,Џб»…,1,,,24.60499954,Tax 15%,0,Exclusive,35.15000153,0,6281102231583,0,,,0,
TOPRAZOLE 20MG,’нѕбн…,1,,Џб»…,1,,,15.32999992,Tax 15%,0,Exclusive,21.89999962,0,6281102231392,0,,,0,
TELFAST 120MG,’нѕбн…,1,,Џб»…,1,,,19.64699936,Tax 15%,0,Exclusive,26.54999924,0,3582910050926,0,,,0,
GLORION 2MG,’нѕбн…,1,,Џб»…,1,,,21.54299927,Tax 15%,0,Exclusive,25.85000038,0,6251065016930,0,,,0,
NAPPY CREAM,’нѕбн…,1,,Џб»…,1,,,22.20000076,Tax 15%,0,Exclusive,37,0,6287002331576,0,,,0,
CALVITALIS SYP,’нѕбн…,1,,Џб»…,1,,,16.25,Tax 15%,0,Exclusive,25,0,6291100085590,0,,,0,
JOHNSON BABYWASH TOP 2 TOE,’нѕбн…,2,,Џб»…,2,,,31.33300018,Tax 15%,15,Exclusive,38,0,3574660089684,0,,,0,
KLAROX POT*PERMNGNAT,’нѕбн…,6,,Џб»…,6,,,4.5,Tax 15%,15,Exclusive,12,0,6280221882560,0,,,0,
G-32 TEETH GEL,’нѕбн…,1,,Џб»…,1,,,24.11800003,Tax 15%,15,Exclusive,43.84999847,0,0007119,0,,,0,
SPECIAL 3*6 MASSGE GEL,’нѕбн…,1,,Џб»…,1,,,48.75,Tax 15%,0,Exclusive,65,0,6287002980583,0,,,0,
Elong 60mg 4tab,’нѕбн…,1,,Џб»…,1,,,21.10499954,Tax 15%,0,Exclusive,60.29999924,0,6281086340059,0,,,0,
CO-TABUVAN 160/12.5,’нѕбн…,1,,Џб»…,1,,,28.15800095,Tax 15%,0,Exclusive,36.09999847,0,6281102232733,0,,,0,
ACILOC 20 14CAPS,’нѕбн…,1,,Џб»…,1,,,27.56999969,Tax 15%,0,Exclusive,45.95000076,0,0007123,0,,,0,
ALOEVA AMP HAIRFALL,’нѕбн…,2,,Џб»…,2,,,17.25,Tax 15%,15,Exclusive,23,0,6223001380375,0,,,0,
COVERAM10/10,’нѕбн…,1,,Џб»…,1,,,101.9169998,Tax 15%,0,Exclusive,117.1999969,0,3706700000322,0,,,0,
APROVEL 150 MG 28 TAB,’нѕбн…,1,,Џб»…,1,,,52.29000092,Tax 15%,0,Exclusive,63,0,7126,0,,,0,
ASPIRIN C EFF TABS,’нѕбн…,1,,Џб»…,1,,,6.791999817,Tax 15%,0,Exclusive,8.149999619,0,7127,0,,,0,
MYOGESIC TABS,’нѕбн…,1,,Џб»…,1,,,3.688999891,Tax 15%,0,Exclusive,5.75,0,6251107027016,0,,,0,
DICLOGESIC RETARD 100 TAB,’нѕбн…,1,,Џб»…,1,,,7.540999889,Tax 15%,0,Exclusive,9.050000191,0,6251107014016,0,,,0,
Nuby Cup 6m+ 10410,’нѕбн…,9,,Џб»…,9,,,17.5,Tax 15%,15,Exclusive,24,0,048526104109,0,,,0,
CASTOR OIL,’нѕбн…,1,,Џб»…,1,,,0.722000003,Tax 15%,0,Exclusive,8,0,8410885077493,0,,,0,
"BREWER,S YEAST CAP.",’нѕбн…,1,,Џб»…,1,,,23.07999992,Tax 15%,0,Exclusive,28.85000038,0,079854609349,0,,,0,
LORIC-100 TAB,’нѕбн…,1,,Џб»…,1,,,18.95999908,Tax 15%,0,Exclusive,22.75,0,9501100940681,0,,,0,
Voltic 50mg 20tab,’нѕбн…,1,,Џб»…,1,,,10.42199993,Tax 15%,0,Exclusive,18.95000076,0,6281263150075,0,,,0,
PROFINAL XP TAB,’нѕбн…,1,,Џб»…,1,,,8.008000374,Tax 15%,0,Exclusive,11.05000019,0,6291100084166,0,,,0,
IRONKIDS GUMMIES,’нѕбн…,1,,Џб»…,1,,,66.75,Tax 15%,0,Exclusive,89,0,0007136,0,,,0,
SEPTRIN TABS,’нѕбн…,1,,Џб»…,1,,,13.64999962,Tax 15%,0,Exclusive,18.20000076,0,0007137,0,,,0,
GLORION 3 MG TABS,’нѕбн…,1,,Џб»…,1,,,29.96100044,Tax 15%,0,Exclusive,35.95000076,0,0007138,0,,,0,
GLORION4MG TABS,’нѕбн…,1,,Џб»…,1,,,35.33599854,Tax 15%,0,Exclusive,42.40000153,0,0007139,0,,,0,
CIPRODAR 500 MG TABS,’нѕбн…,1,,Џб»…,1,,,21.52199936,Tax 15%,0,Exclusive,46.95000076,0,6251107013026,0,,,0,
AZI_ONCE 250 MG CAPS,’нѕбн…,1,,Џб»…,1,,,21.70000076,Tax 15%,0,Exclusive,40.20000076,0,0007141,0,,,0,
FRESH ROYAL JELLY 1000 MG,’нѕбн…,1,,Џб»…,1,,,110.5,Tax 15%,0,Exclusive,195.5,0,8410885075239,0,,,0,
CANCELLED AMYDRAMINE SYRUP,’нѕбн…,1,,Џб»…,1,,,6.224999905,Tax 15%,0,Exclusive,8.300000191,0,0007143,0,,,0,
SODIUM CHLORIDE IRRIGATION USP,’нѕбн…,1,,Џб»…,1,,,7.237999916,Tax 15%,0,Exclusive,9.649999619,0,0007144,0,,,0,
б“ёе ÷е—  «нж«дм,’нѕбн…,6,,Џб»…,6,,,5.25,Tax 15%,0,Exclusive,7,0,0007145,0,,,0,
NEUTROGEN HAND CREAM,’нѕбн…,2,,Џб»…,2,,,27,Tax 15%,15,Exclusive,36,0,0007146,0,,,0,
PAPAYA FACIAL CREAM,’нѕбн…,2,,Џб»…,2,,,11.25,Tax 15%,15,Exclusive,15,0,0007147,0,,,0,
PALMERS TUMMY BUTTER,’нѕбн…,1,,Џб»…,1,,,26.25,Tax 15%,0,Exclusive,35,0,0007148,0,,,0,
DOVE DEEP CARE HAND CREAM,’нѕбн…,2,,Џб»…,2,,,11.25,Tax 15%,15,Exclusive,15,0,0007149,0,,,0,
Dove Regen. Nourish. H. Cream,’нѕбн…,2,,Џб»…,2,,,9.720000267,Tax 15%,15,Exclusive,12,0,4000388172203,0,,,0,
Dove Ess. Nourish. H. Cream,’нѕбн…,2,,Џб»…,2,,,11.25,Tax 15%,15,Exclusive,15,0,4000388172104,0,,,0,
NIVEA NATURAL FAIRNESS EYE MAKE UP REMOVER,’нѕбн…,2,,Џб»…,2,,,15.42000008,Tax 15%,15,Exclusive,23.47800064,0,4005900250445,0,,,0,
JOHNSON CLEAN&CLEAR,’нѕбн…,2,,Џб»…,2,,,26.25,Tax 15%,15,Exclusive,35,0,3574661106250,0,,,0,
"NATURE,S BOUNTY гё‘— »ќб«’е «бћж“",’нѕбн…,2,,Џб»…,2,,,9.75,Tax 15%,15,Exclusive,13,0,5285003142659,0,,,0,
"NATURE,S BOUNTY гё‘— »ќб«’е «бг‘г‘",’нѕбн…,2,,Џб»…,2,,,10,Tax 15%,15,Exclusive,14.28600025,0,5285003142642,0,,,0,
BION FACE &BODY SCRUP,’нѕбн…,2,,Џб»…,2,,,10.5,Tax 15%,15,Exclusive,14,0,5060040701034,0,,,0,
BION PAPAYA SCRUB,’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,22,0,5060040701393,0,,,0,
BION STRAWBERY SCRUB,’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,22,0,5060040700686,0,,,0,
Bion Apricot Scrub,’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,22,0,5060040700082,0,,,0,
QUEST Ё—‘е Ќб«ёе,’нѕбн…,2,,Џб»…,2,,,7.5,Tax 15%,15,Exclusive,10,0,8902584042518,0,,,0,
Venos Scrub Apricot 600gm,’нѕбн…,2,,Џб»…,2,,,21,Tax 15%,15,Exclusive,26,0,6291100275526,0,,,0,
"NATURE,S BOUNTY я—нг ”дЁ—е ббжће ж«бћ”г »«б ж  «б»—м",’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,22,0,6291100274130,0,,,0,
"NATURE,S BOUNTY я—нг ”дЁ—е ббжће ж«бћ”г »«бѕ«—ё ж«бг—днд",’нѕбн…,2,,Џб»…,2,,,20.25,Tax 15%,15,Exclusive,27,0,5285003132582,0,,,0,
ST.MORTIZ CLAY MASK,’нѕбн…,2,,Џб»…,2,,,16.5,Tax 15%,15,Exclusive,22,0,6291100274116,0,,,0,
GILLETTE FUSION PROGLIDE 3 IN 1,’нѕбн…,2,,Џб»…,2,,,92.44000244,Tax 15%,15,Exclusive,109.5240021,0,7702018273386,0,,,0,
г“нб Ўб«Ѕ «ў«Ё—,’нѕбн…,2,,Џб»…,2,,,4.5,Tax 15%,15,Exclusive,6,0,6946051231007,0,,,0,
Novell N.Polish Remover 125ml,’нѕбн…,2,,Џб»…,2,,,3,Tax 15%,15,Exclusive,6,0,6291103980113,0,,,0,
Ќб«же Ќд«д гж“,’нѕбн…,2,,Џб»…,2,,,5.849999905,Tax 15%,15,Exclusive,10,0,6281103430428,0,,,0,
Ќб«же Ќд«д  »«бд«—ћнб,’нѕбн…,2,,Џб»…,2,,,7.5,Tax 15%,15,Exclusive,10,0,6281103430299,0,,,0,
гд«ѕнб  г“нб бЎб«Ѕ «б«ў«Ё—,’нѕбн…,2,,Џб»…,2,,,9.170000076,Tax 15%,15,Exclusive,12,0,6920448855021,0,,,0,
BONAWELL HOT OIL TREATMENT,’нѕбн…,2,,Џб»…,2,,,32.25,Tax 15%,15,Exclusive,43,0,4015000929554,0,,,0,
ENERGY ARMADA HAIR GEL EXTREME HOLD,’нѕбн…,2,,Џб»…,2,,,4.5,Tax 15%,15,Exclusive,6,0,5285003149566,0,,,0,
ENERGY ARMADA HAIR PROFESSIONAL,’нѕбн…,2,,Џб»…,2,,,4.5,Tax 15%,15,Exclusive,6,0,5285003145490,0,,,0,
Kent Bleach Cream ORIGINAL,’нѕбн…,2,,Џб»…,2,,,6.670000076,Tax 15%,15,Exclusive,13.33300018,0,5019091500479,0,,,0,
BONUS COTON BUDS 200PC,’нѕбн…,2,,Џб»…,2,,,5.25,Tax 15%,15,Exclusive,7,0,8851072012352,0,,,0,
SANITA CHARM COTTON BUDS 200,’нѕбн…,2,,Џб»…,2,,,12.88000011,Tax 15%,15,Exclusive,13.91300011,0,5281001950036,0,,,0,
BONUS COTON BUDS 220,’нѕбн…,2,,Џб»…,2,,,6,Tax 15%,15,Exclusive,8,0,8851072012215,0,,,0,
